username,followersCount,location_x,id,id_str,rawcontent,replyCount,retweetCount,likeCount,quoteCount,hashtags,created,date_created,time_created,location_clean,cleaned_content,sentiment,location_y,latitude,longitude
JustResisting,6816,"Florida, USA",1584608086026702850,1584608086026702850,"I am sick of the Justice Department. They are corrupt and compromised. 

They sit here and act all high and mighty about this espionage with China. 

TRUMP HELPED HUAWEI! HE RESERVED THE HUAWEI BAN!

At this point it's nothing but gaslighting. 

https://t.co/LxjrcidL7q",0,3,4,0,[],7/26/2009 8:22,7/26/2009,8:22:04,"Florida, USA",Justice Department act espionage China TRUMP HELPED HUAWEI RESERVED HUAWEI BAN point httpstcoLxjrcidLq,negative,"Florida, USA",27.7567667,-81.4639835
JustResisting,6816,"Florida, USA",1584604788842729472,1584604788842729472,"This is what Garland is making all the fuss about. 

Not Trump's espionage. 

Some low level dudes involving Huawei.",0,0,0,1,[],7/26/2009 8:22,7/26/2009,8:22:04,"Florida, USA",Garland fuss Trumps espionage level dudes Huawei,neutral,"Florida, USA",27.7567667,-81.4639835
democratie_kate,3814,"Adelaide, South Australia",1593497665941086208,1593497665941086208,"I still think Morrison's chest-thumping is what damaged Sino-Aus relations. The Huawei ban was anticipated; Scummo's show of aggression was both unexpected &amp; caused China to lose face in an already fraught time (and I maintain he did it at Trump's behest).
https://t.co/FiiCcG85m7",0,2,3,0,[],8/4/2009 4:10,8/4/2009,4:10:17,"Adelaide, South Australia",Morrisons SinoAus relations Huawei ban Scummos aggression amp China face time Trumps httpstcoFiiCcGm,neutral,"Adelaide, South Australia",-34.9281805,138.5999312
ItsJennyChen,1077,"Toronto, Ontario",1577645423174492163,1577645423174492163,@jojjeols @emeliexastris When Trump says Coco Chao at his rally I thought he meant Coco Yu. Interesting that Yu sends his daughter to the most money laundering city in Canada to study. The same city as Huawei CFO before she was kicked out of Vancouver.,0,0,0,0,[],8/5/2009 21:49,8/5/2009,21:49:49,"Toronto, Ontario",jojjeols emeliexastris Trump Coco Chao rally Coco Yu Interesting Yu daughter money city Canada study city Huawei CFO Vancouver,positive,"Toronto, Ontario",43.6534817,-79.3839347
happycharter,1311,"Nürnberg, Germany",1753813186141167651,1753813186141167651,"Happycharter, your online portal for worldwide yacht charter, boat rental and boats for rent has charter boats and charter yachts of all kinds for you - cheap or exclusive.",8,12,83,0,[],8/6/2009 16:32,8/6/2009,16:32:20,"Nrnberg, Germany",Happycharter yacht charter boat rental boats charter boats charter yachts,positive,"Nrnberg, Germany",51.5,10.5
joshgerstein,108520,,1584605650624995328,1584605650624995328,BREAKING: DOJ unveils charges in alleged scheme to undermine US prosecution of Chinese telecom giant Huawei. Feds provided fake info to defendants as part of a sting. AG Garland calls case 'egregious' https://t.co/xHIZmRyiJ1,49,203,658,21,[],8/12/2009 3:04,8/12/2009,3:04:18,Unknown,DOJ unveils charges scheme prosecution Chinese telecom giant Huawei Feds info defendants AG Garland case,negative,Unknown,22.8503716,80.6884128
Bukaniere,2524,"Naples, Italy",1575857242636591104,1575857242636591104,Aggiornamento Huawei P20Pro che a dispetto di Donald Trump (che decise di boicottare Huawei) portava benissimo i suoi 4 anni. Ora la batteria dura 1/3 di giornata. Sono costretto a cercare qualcuno che la sostituisca. Adesso non è momento per comprarne uno nuovo equivalente 😔,1,0,1,0,[],8/19/2009 20:12,8/19/2009,20:12:16,"Naples, Italy",,neutral,"Naples, Italy",40.8358846,14.2487679
fernando_varas,578,Chile,1565132507187519489,1565132507187519489,"@cccesardiazzz @pisapapeles Es un problema mundial que viene arrastrando la marca hace un par de años, cada día cuesta más, desde el 2019 cuando Trump declaró la guerra a Huawei empezaron los problemas, ahora se hizo insostenible para la empresa",1,0,0,0,[],8/21/2009 18:34,8/21/2009,18:34:43,Chile,,neutral,Chile,-31.7613365,-71.3187697
BillingViews,1057,Scotland,1570955824033402884,1570955824033402884,"Taiwanese chipmaker Macronix International Co Ltd is ""doing very well"" in replacing customers after the Trump administration's ban on supplying China's Huawei, its chairman said on Friday. #Macronix #chipmaker #Huaweiban https://t.co/cb9RialVuR",0,0,0,0,"['Macronix', 'chipmaker', 'Huaweiban']",8/25/2009 12:26,8/25/2009,12:26:29,Scotland,Taiwanese chipmaker Macronix International Co Ltd customers Trump administrations Chinas Huawei chairman Friday Macronix chipmaker Huaweiban httpstcocbRialVuR,neutral,Scotland,56.7861112,-4.1140518
rktbrkr,139,Jersey shore,1584630674165620737,1584630674165620737,"@emptywheel So trump yells at his lawyers ""what do we have on Huawei, I remember seeing something on them, it could be very valuable now, I hope it wasn't it the stuff the FBI stole from me""",0,0,15,0,[],9/6/2009 1:40,9/6/2009,1:40:55,Jersey shore,emptywheel trump lawyers Huawei hope stuff FBI,positive,Jersey shore,41.2020171,-77.2644152
lucasmaruri,443,"Madrid, España",1579760674011746304,1579760674011746304,"Without a doubt, last years' intensified US-China tensions over technology — and especially semiconductors — have shifted electronics supply chains in slow but significant ways.

Trump's government sanctions on Huawei almost broke the Chinese smartphone and network gear maker.",1,0,0,0,[],9/9/2009 23:18,9/9/2009,23:18:39,"Madrid, Espaa",doubt years USChina tensions technology semiconductors electronics supply chains ways Trumps government sanctions Huawei Chinese smartphone network gear maker,neutral,,,
williamnee,15728,,1586025058501242880,1586025058501242880,"People joke about Trump as a 5-dimensional chess player, but it seems the chess master was John Bolton.

He must have known that getting the Chinese gov to overreact and demonstrate a nefarious relationship to Huawei was better than any PowerPoint desribing a hypothetical threat",5,1,3,0,[],9/10/2009 7:07,9/10/2009,7:07:27,Unknown,People Trump chess player chess master John Bolton Chinese overreact relationship Huawei PowerPoint threat,positive,Unknown,22.8503716,80.6884128
OmarMontor,930,,1596318090475601925,1596318090475601925,"El gobierno de Biden prohíbe importaciones de las marcas chinas de ZTE y Huawei, por seguridad nacional, Donald Trump hizo lo mismo en su mandato y lo tacharon de iniciar una guerra comercial. Hoy Biden no recibe ninguna crítica; para que vean hacia dónde se inclina la balanza.",0,4,12,1,[],9/14/2009 20:31,9/14/2009,20:31:13,Unknown,,neutral,Unknown,22.8503716,80.6884128
_Felipondio,116,,1565143234879291392,1565143234879291392,"@C_Oppliger @DFinanciero Claro, porque es culpa de Boric que Trump bloqueara comercialmente a Huawei hace 3-4 años y le quitara los servicios de Google, eliminando cualquier posibilidad de competir contra las grandes marcas.
¡Maldito Boric!",1,0,3,0,[],9/29/2009 18:56,9/29/2009,18:56:37,Unknown,,neutral,Unknown,22.8503716,80.6884128
annetestuz,5290,"Paris, France",1580087113155952641,1580087113155952641,"#tech #geopolitics 

S’inspirant de #Trump vis à vis de #Huawei en 2019, les #ÉtatsUnis restreignent lourdement les exportations de semi-conducteurs vers la #Chine 

⁦@AnneTestuzComm⁩  https://t.co/qdWzeLfcgR",0,0,0,0,"['tech', 'geopolitics', 'Trump', 'Huawei', 'ÉtatsUnis', 'Chine']",9/30/2009 10:58,9/30/2009,10:58:14,"Paris, France",,neutral,"Paris, France",48.8588897,2.320041
profwolff,238203,"New York, NY",1569355168172236800,1569355168172236800,The efforts of declining empires to stop or slow the ascent of rising empires often backfires.....as in US vs China. https://t.co/vmqIxNygeU,4,28,91,1,[],10/1/2009 1:45,10/1/2009,1:45:19,"New York, NY",,negative,"New York, NY",40.7127281,-74.0060152
MC_Sadist,78,The Oldest City In The World,1584619117373362176,1584619117373362176,"@abumpatbrunch If this was Trump being paid off by Huawei you would demand something be done, but since it's Dems you resort to whataboutism. You're just a partisan hack.",0,0,0,0,[],10/6/2009 19:26,10/6/2009,19:26:42,The Oldest City In The World,Trump Huawei Dems whataboutism hack,neutral,The Oldest City In The World,25.22231,55.17181
studmi,77,Where Tech Is...,1567756547740106752,1567756547740106752,"@GEMstockfinder Not a fan of Tim Cook, but he did an amazing job to safeguard the empire by political influence. Huawei was eating Apple in 2018, but Trump killed them (Tim Apple). The privacy campaign killed FB’s ad business and the appstore monopoly goes untouched by regulators! Well done 😉",0,1,1,0,[],10/8/2009 20:44,10/8/2009,20:44:18,Where Tech Is...,GEMstockfinder fan Tim Cook job safeguard empire influence Huawei Apple Trump Tim Apple privacy campaign FBs ad business appstore monopoly regulators,neutral,Where Tech Is...,65.0,-18.0
Eduuardo___,3617,,1581434394660995072,1581434394660995072,"@HeverCastroB @Cruz_Elias_Mata La prohibicion del uso de Tik Tok en USA y la prohibicion de que empresas americanas se asociaran con Huawei tambien fueron golpes importantes (tanto asi que el progreso y crecimiento de Huawei desaparecio notablemente), eso fue hecho tambien por la administracion Trump.",0,0,1,0,[],10/15/2009 13:19,10/15/2009,13:19:45,Unknown,,neutral,Unknown,22.8503716,80.6884128
Tulkas777,298,,1597925984946122752,1597925984946122752,Trump tenía razón sobre Huawei,0,0,0,0,[],10/19/2009 4:26,10/19/2009,4:26:34,Unknown,,neutral,Unknown,22.8503716,80.6884128
rhjameson,6350,"New York, NY",1591966507373940737,1591966507373940737,"Trump confronted China over Huawei and 5G. Now Biden has taken the tech race to another level, forcing the world to pick sides https://t.co/6VBKDnOg9i via @bpolitics",0,1,0,0,[],10/19/2009 13:50,10/19/2009,13:50:14,"New York, NY",Trump China Huawei G Biden tech race level world sides httpstcoVBKDnOgi bpolitics,neutral,"New York, NY",40.7127281,-74.0060152
Dank945,10,Chicago,1584719909229297664,1584719909229297664,Justice Dept. Charges 2 Chinese Citizens With Spying for Huawei: Huawei has been a persistent target of the United States government since the administration of President Donald J. Trump. https://t.co/Tzj4MJik37 https://t.co/x5tKBb9PAH,0,0,0,0,[],10/21/2009 20:33,10/21/2009,20:33:41,Chicago,Justice Dept Charges Chinese Citizens Spying Huawei Huawei target United States government administration President Donald J Trump,neutral,Chicago,41.8755616,-87.6244212
aardvarkpets,162,"Winnipeg, MB",1597303439629103105,1597303439629103105,"@alexbruesewitz When did Trump stand up to China?

Biden has told China that the US will defend Taiwan.

Trump saluted a Chinese General.

Trump backed off tariffs, and backed off Huawei.

Trump admires XI's attempt at becoming leader for life.

But other than that...",0,0,0,0,[],10/23/2009 22:34,10/23/2009,22:34:34,"Winnipeg, MB",alexbruesewitz Trump stand China Biden China Taiwan Trump Chinese General Trump tariffs Huawei Trump admires attempt leader life,neutral,"Winnipeg, MB",49.8955367,-97.1384584
Desmondo90,920,Italia ,1577266161695461376,1577266161695461376,"Da far notare ai trumpiani di casa nostra (creduloni come i pidioti filo Biden) che Trump era incavolato nero per il Nord Stream 2, voleva spremere più soldi dai vassalli per tenere in piedi la NATO, e ha iniziato la guerra delle sanzioni verso la Cina (vedi caso Huawei).",1,0,5,0,[],10/24/2009 11:18,10/24/2009,11:18:04,Italia ,,neutral,Italia ,42.6384261,12.674297
vihckThor,3186,,1567248885579452419,1567248885579452419,"@salimmattarbr Lembra quando o governo estadunidense interviu na Google contra a Huawei e ZT?
Teve intervenção na era Trump e tem decreto proibindo comércio com essas empresas na era Biden. Engraçado a cartilha liberal que eles vendem ao mundo",1,0,1,0,[],10/29/2009 12:58,10/29/2009,12:58:36,Unknown,,neutral,Unknown,22.8503716,80.6884128
Blackbody88,299,Canada,1596543873500983299,1596543873500983299,"@RovanZon @ErikSolheim @Huawei Price, quality and availability trump 'local' besides West values have a supply chain problem by corrupt Neolib leaders.",0,0,0,0,[],10/30/2009 2:17,10/30/2009,2:17:27,Canada,RovanZon ErikSolheim Huawei Price quality availability trump West values supply chain problem Neolib leaders,negative,Canada,61.0666922,-107.991707
i4dzn,1778,USA,1584636334727041024,1584636334727041024,@axios Certainly hope others are getting the connection to today's briefing by #MerrickGarland and how important a choice that the #DOJ prosecutor against Trump being a #Huawei expert is really is. This can't be a coincidence. I don't think the @FBI @CIA and the DOJ are that sloppy.,1,2,3,0,"['MerrickGarland', 'DOJ', 'Huawei']",10/31/2009 16:07,10/31/2009,16:07:28,USA,axios connection todays MerrickGarland choice DOJ prosecutor Trump Huawei expert FBI CIA DOJ,neutral,USA,39.7837304,-100.445882
chenweihua,214026,"Brussels, Belgium",1588250493121220608,1588250493121220608,"@POLITICOEurope China started dual circulation largely after Trump waged trade war, tariff war and tech war on China. EU under U.S. pressure also tightened technology trade scrutiny with China, and notoriously banned Huawei 5G based on sheer lies. Scholz is confusing the causal relationship.",2,1,36,0,[],11/9/2009 16:39,11/9/2009,16:39:25,"Brussels, Belgium",POLITICOEurope China circulation Trump trade war tariff war tech war China EU pressure technology trade scrutiny China Huawei G Scholz relationship,neutral,"Brussels, Belgium",50.8465573,4.351697
LarryOConnor,72748,"Washington, DC ",1597401158766952448,1597401158766952448,"COMING UP ON O'CONNOR TONIGHT - 9PM
⭐ @GordonGChang on China protests
⭐ @BrendanCarrFCC on Huawei and ZTE
⭐ @Gundisalvus on fighting cultural Marxism
⭐ @andrewklavan cuz he's a smart dude
⭐ Trump's dinner with a smarmy Gen Z Nazi punk
@WatchSalemNews-Roku-AmazonFire-AppleTV https://t.co/zX5fJOoghn",6,2,11,1,[],11/11/2009 22:14,11/11/2009,22:14:38,"Washington, DC ",OCONNOR TONIGHT PM GordonGChang China BrendanCarrFCC Huawei ZTE Gundisalvus Marxism andrewklavan dude Trumps dinner smarmy Gen Z Nazi punk WatchSalemNewsRokuAmazonFireAppleTV httpstcozXfJOoghn,positive,"Washington, DC ",38.8950368,-77.0365427
artemithy,690,,1592969022303531009,1592969022303531009,"@AMFChina Trudeau did Trump's dirty bidding by detaining Huawei CFO #MengWangZhou for THREE years, claiming ""judicial independence"" while Canada had none because it's beholden to the thuggish whims of Trump. It was hostage-taking, plain and simple.",0,0,1,0,['MengWangZhou'],11/13/2009 15:23,11/13/2009,15:23:55,Unknown,AMFChina Trudeau Trumps bidding Huawei CFO MengWangZhou years independence Canada beholden whims Trump simple,negative,Unknown,22.8503716,80.6884128
UndeniablyLis,204,United States,1584616491613200384,1584616491613200384,@ABC Trump wanted Huawei out years ago. He was right again. 🙄,0,0,0,0,[],11/14/2009 16:53,11/14/2009,16:53:03,United States,ABC Trump Huawei years ago,positive,United States,39.7837304,-100.445882
AdamLiwinski,367,Warsaw,1593854524111917058,1593854524111917058,"Trump
1. Started decoupling with China (Huawei)
2. Created Space Force
3. Ordered classical style for new federal buildings

Biden
1. Doubled down on decoupling (chips)
2. Created AUKUS
3. Will oversee Russia's collapse?

Nation Building Presidencies",0,0,0,0,[],11/21/2009 12:12,11/21/2009,12:12:53,Warsaw,Trump Started China Huawei Created Space Force Ordered style buildings Biden Doubled chips AUKUS Russias collapse Nation Building Presidencies,neutral,Warsaw,52.2319581,21.0067249
ItSCoulichNigga,688,France,1580607869912653824,1580607869912653824,"Si Trump n'avait pas pris des sanctions contre eux, je serai sûrement resté chez Huawei. 3 ans avec mon P30 pro et, jusqu'a ce que je le casse récemment, il était toujours au top.",1,0,1,0,[],11/25/2009 15:13,11/25/2009,15:13:25,France,,positive,France,46.603354,1.8883335
JimLaurie_Asia,2216,Saigon ,1568939875432366080,1568939875432366080,"As time goes on, we predict more evidence will emerge of American pressure tactics on reluctant allies re: #China . British officials pressured by #Trump Admin to ban #huawei telecom giant from UK. ""no compelling reason to ban company"" https://t.co/aX6TXY6YSZ via @scmpnews",0,0,2,0,"['China', 'Trump', 'huawei']",11/28/2009 10:12,11/28/2009,10:12:01,Saigon ,time evidence American pressure tactics allies China British officials Trump Admin ban telecom UK reason ban company httpstcoaXTXYYSZ scmpnews,neutral,Saigon ,10.7764053,106.7011563
veritasupposte,557,"Kuopio, Suomi",1584533704684474370,1584533704684474370,"@libellula58 @fattoquotidiano la guerra l'aveva iniziata Trump trovando il solito pretesto per limitare la supremazia tecnologica di Huawei in quel settore. I cosiddetti democratici ora proseguono il lavoro, anche in altri settori economici, con  molto più accanimento, alla bisogna anche belligerante",0,0,0,0,[],12/12/2009 9:31,12/12/2009,9:31:58,"Kuopio, Suomi",,neutral,"Kuopio, Suomi",62.8924601,27.6781839
KaBediHaiOne,705,,1567207586918764547,1567207586918764547,Trump really did Huawei dirty by forcing them off Android.,1,1,0,1,[],12/19/2009 9:40,12/19/2009,9:40:04,Unknown,,negative,Unknown,22.8503716,80.6884128
alan925,157,USA,1581164053241602048,1581164053241602048,This is now true. The Biden administration took what the Trump administration did to Huawei and put the technology denial effort on super steroids.,0,1,1,0,[],12/23/2009 0:41,12/23/2009,0:41:10,USA,Biden administration Trump administration Huawei technology denial effort steroids,positive,USA,39.7837304,-100.445882
Rowanfoto,361,Northern Hemisphere,1596429218040217602,1596429218040217602,@LayahHeilpern iphones are overpriced for what you get. Huawei were the best until trump sanctioned them. Most people are just scared to make the change to android because the operating system is slightly different and they panic they won't be able to figure it out,0,0,0,0,[],1/3/2010 16:45,1/3/2010,16:45:42,Northern Hemisphere,LayahHeilpern iphones Huawei trump people change operating system panic figure,positive,,,
Rowanfoto,361,Northern Hemisphere,1571439027223396359,1571439027223396359,"@SustFeminist @thatdayin1992 Ireland? I don't know what you've read on your conspiracy websites, but having a lot of Irish friends and having been there many times for work and holidays, the Irish are very close friends with Britain. Also I know for a fact Huawei hate trump.",0,0,0,0,[],1/3/2010 16:45,1/3/2010,16:45:42,Northern Hemisphere,SustFeminist thatdayin Ireland conspiracy websites lot Irish friends times holidays Irish friends Britain fact Huawei trump,neutral,,,
stickermule,175888,Muleville,1762515752635027667,1762515752635027667,"Sticker Mule is the easiest way to buy custom stickers, t-shirts, labels, magnets, and packaging. Plus, we always offer free shipping.",8,9,401,1,[],1/11/2010 4:53,1/11/2010,4:53:04,Muleville,Sticker Mule way custom stickers labels magnets packaging shipping,positive,,,
EchosduNet,1661,France,1572229547898044421,1572229547898044421,"Du mou sur le ban des groupes chinois Huawei et ZTE aux Etats-Unis. C'est un début de machine arrière par rapport aux sanctions de l'administration Trump.
https://t.co/s6ScEVgftI",0,0,0,0,[],1/11/2010 12:02,1/11/2010,12:02:46,France,,neutral,France,46.603354,1.8883335
bancaynegocios,224376,"Caracas, Venezuela",1596567121722474497,1596567121722474497,EEUU prohíbe la venta e importación en el país de productos Huawei y ZTE https://t.co/KrNDlQRwOF\',0,1,0,1,[],1/12/2010 18:42,1/12/2010,18:42:18,"Caracas, Venezuela",,neutral,"Caracas, Venezuela",10.5060934,-66.9146008
_MAEXimum_,862,idk mate,1576989733871554560,1576989733871554560,"@Lux_Familiar I'm on nova 9, after Emui 10.1.500 came that Trump embargo against Huawei and Xiaomi that they weren't allowed to have any Google affiliation or run any Google-Android software. But as it stands now that might change again soon",0,0,0,0,[],1/14/2010 12:38,1/14/2010,12:38:23,idk mate,,neutral,,,
theIvanLoh,274,Malaysia,1565890394260656130,1565890394260656130,"@Reuters Restore @Google services to @Huawei. There are worse things, for instance Trump! @POTUS #ConsumerRights",0,0,0,0,['ConsumerRights'],1/26/2010 8:43,1/26/2010,8:43:53,Malaysia,Reuters Restore Google services Huawei things instance Trump POTUS ConsumerRights,negative,Malaysia,4.5693754,102.2656823
airproducts,14336,Worldwide,1757993137916477709,1757993137916477709,Let us help you navigate the complexities of decarbonization with safe and reliable solutions.,19,20,327,0,[],1/29/2010 18:52,1/29/2010,18:52:02,Worldwide,,positive,Worldwide,53.5120412,-2.2434612
gulam82,117,Manchester,1583363513245835264,1583363513245835264,"@Snapdragon_UK Huawei was about to take over before trump, now MediaTek 9000 chips are on par and even better for some tasks and sadly apple is far ahead, Qualcomm have fallen asleep at the wheel and relaying on the lack of competition.",0,0,3,0,[],2/12/2010 22:39,2/12/2010,22:39:41,Manchester,SnapdragonUK Huawei MediaTek chips tasks apple Qualcomm wheel relaying lack competition,neutral,Manchester,53.4794892,-2.2451148
fxpotato,422,Canada,1581185347018690561,1581185347018690561,"@jordanschnyc Lolz no chance of survival eh.. #chyyna Had anticipated these when Trump was making noises w Huawei lolz..so u think cn was blowing hot air when it appointed Liu He as the chip czar then?? Oh yeah no chance of survival

#nogoodccp",0,0,0,0,"['chyyna', 'nogoodccp']",2/12/2010 18:11,2/12/2010,18:11:12,Canada,jordanschnyc Lolz chance survival chyyna Trump making noises w Huawei lolzso u cn air Liu chip czar chance survival,positive,Canada,61.0666922,-107.991707
rfloh,709,,1583469560061042690,1583469560061042690,"@investigate3112 @gumby4christ @sawtelle310 @MarkAmesExiled The speed @ which China's smartphone, renewable energy tech has imepoved, is what scares the anti China IR ppl the most. Thus, Trump attacking Huawei, TikTok, Biden's new anti China tech policies, Pelosi's stunt / trap was part of that.",1,0,3,0,[],3/1/2010 16:37,3/1/2010,16:37:15,Unknown,gumbychrist sawtelle speed Chinas smartphone energy tech scares China IR ppl Trump Huawei TikTok Bidens China tech policies Pelosis stunt trap,positive,Unknown,22.8503716,80.6884128
rfloh,709,,1583456614714966016,1583456614714966016,"@gumby4christ @MrHootington @JurassicDunk Mearsheimer has long been arguing that the USA should do some of the anti China tech policies that Trump did (vs Huawei, TikTok), that Biden &amp; Pelosi did. An eg of his anti China views. https://t.co/R2yuty5NFj",1,0,2,0,[],3/1/2010 16:37,3/1/2010,16:37:15,Unknown,gumbychrist MrHootington JurassicDunk Mearsheimer USA China tech policies Trump Huawei TikTok Biden amp Pelosi eg anti China httpstcoRyutyNFj,neutral,Unknown,22.8503716,80.6884128
rfloh,709,,1581139137108668417,1581139137108668417,"The USA has been trying to do this since Trump started attacking Huawei, bcos Huawei was on the way to becoming another Apple. Huawei, &amp; the other Chinese tech companies, rely / relied on Taiwan fabbed chips. So this is how the USA is trying to inhibit Huawei, Xiaomi, Honor, Oppo",0,0,0,0,[],3/1/2010 16:37,3/1/2010,16:37:15,Unknown,USA Trump Huawei bcos Huawei way Apple Huawei Chinese tech companies Taiwan chips USA inhibit Huawei Xiaomi Honor Oppo,positive,Unknown,22.8503716,80.6884128
rfloh,709,,1569552217916723201,1569552217916723201,"This is how Trump successfully severely weakened Huawei. China's tech sector's self designed chips are fabbed in Taiwan's world leading foundries, bcos the mainland foundries are not good enough. So the USA is attacking that, helped by China's overreaction to Pelosi's stunt.",0,0,0,0,[],3/1/2010 16:37,3/1/2010,16:37:15,Unknown,Trump Huawei Chinas tech sectors self chips Taiwans world foundries mainland foundries USA Chinas overreaction Pelosis stunt,positive,Unknown,22.8503716,80.6884128
gyude_moore,13579,"Washington, DC",1592169780295127040,1592169780295127040,"Trump confronted China over Huawei and 5G. Now Biden has taken the tech race to another level, forcing the world to pick sides - it is riling China and allies alike
https://t.co/S8wgxeftG7 via @bpolitics",0,0,1,0,[],3/2/2010 11:51,3/2/2010,11:51:50,"Washington, DC",Trump China Huawei G Biden tech race level world sides China allies httpstcoSwgxeftG bpolitics,neutral,"Washington, DC",38.8950368,-77.0365427
worldscientific,8676,Singapore,1758324118326563004,1758324118326563004,"On applications of the Wolfram language to applied math, physics, chemistry. Covers differential equations, special functions, fractals, chess, electromagnetism, optics, relativity, black holes. Coverage of quantum theory and chemistry. More than 200 color graphics.",11,18,450,0,[],3/2/2010 13:00,3/2/2010,13:00:47,Singapore,applications Wolfram language math physics chemistry Covers equations functions chess electromagnetism optics relativity holes Coverage quantum theory chemistry color graphics,positive,Singapore,1.357107,103.8194992
BlackbirdSCV,587,"Rancagua / Talca, Chile",1565370605452640256,1565370605452640256,"@dropezambrano @Kenny0rellana @pisapapeles https://t.co/G4ocx7qWdW
Y aquí la propia Huawei reconociendo el impacto del veto de Trump, y además mostrando cómo han caído las ventas de sus equipos móviles en Chile, para lo cual necesitaban las tiendas físicas.",0,1,2,0,[],3/4/2010 1:36,3/4/2010,1:36:34,"Rancagua  Talca, Chile",,neutral,"Rancagua  Talca, Chile",-34.1851671,-70.7665332
lichis_vm,126,Chile,1565329247886905345,1565329247886905345,"@biobio Huawei venía subiendo como espuma,pero vino Trump y cago la empresa,yo lo dejé de usar x los temas de las app.Clara% lo q ellos pensaron q iban a ser líderes no fue x el bloqueo q hizo EEUU.Tb suma el problema económico a nivel mundial. Pero hace tiempo sus tiendas se ven vacias",1,0,10,0,[],3/4/2010 16:02,3/4/2010,16:02:24,Chile,,neutral,Chile,-31.7613365,-71.3187697
lichis_vm,126,Chile,1565131726401130496,1565131726401130496,"@Kenny0rellana @pisapapeles Tengamos claro q es xq EEUU le cerró las puertas para usar apps,de hecho yo cuando empecé a tener problemas con el celular lo cambie y aunq encontraba bknes los Huawei no me arriesgue a comprar x sus problemas con ciertas app. Lamentable pero no repuntó luego del bloqueo de Trump",0,1,14,0,[],3/4/2010 16:02,3/4/2010,16:02:24,Chile,,neutral,Chile,-31.7613365,-71.3187697
dme_363,16936,Namibia,1581903938999418880,1581903938999418880,I used to love Huawei until Donald Trump said fuck them.,0,0,14,0,[],3/13/2010 9:45,3/13/2010,9:45:25,Namibia,love Huawei Donald Trump fuck,neutral,Namibia,-23.2335499,17.3231107
sandicandie,2270,Northern New England,1596371493667102720,1596371493667102720,"“The FCC is committed to protecting the US security“?

Are U serious? It was Trump who DEMANDED the complete dismantling+cancellation of any Huawei products in 🇺🇸 and yet, it’s taken Joe almost 2yrs to finish it? God knows the damage 🇨🇳Corp has done so far https://t.co/R0YzxjXnQI",0,0,0,0,[],3/23/2010 21:47,3/23/2010,21:47:18,Northern New England,FCC security U Trump DEMANDED dismantlingcancellation Huawei products Joe yrs God damage Corp,neutral,Northern New England,52.9212714,-1.4914725
Kredo0,33320,"Hell (Washington, D.C.)",1593326096409296897,1593326096409296897,"JUST IN: Republicans Set To Turn Up the Heat on Biden Admin’s Foreign Dealings — With House in GOP control, incoming head of Foreign Affairs Committee @RepMcCaul tells me admin will be hit with probes into dealings with China, Russia, Iran https://t.co/3Jw0Q6qfUZ",7,20,72,3,[],4/10/2010 15:35,4/10/2010,15:35:15,"Hell Washington, D.C.",Republicans Turn Heat Biden Admins Foreign Dealings House GOP control head Foreign Affairs Committee RepMcCaul admin probes dealings China Russia Iran httpstcoJwQqfUZ,negative,"Hell Washington, D.C.",38.9114469,-77.0237905
MsMelChen,241779,"London, England",1597807914395500545,1597807914395500545,"Chinese social media users report Huawei phones automatically deleting* videos of the protests that took place in China, without notifying the owners.

*Not sure if it’s from the cloud or device level 

Our sci-fi movies have not even imagined this level of dystopia… https://t.co/BKtJcRnus5",535,5325,11840,1038,[],4/20/2010 0:38,4/20/2010,0:38:57,"London, England",Chinese media users Huawei phones videos protests place China owners device level scifi movies level dystopia,neutral,"London, England",51.5074456,-0.1277653
laVeilleTechno,12000,,1565612108905156611,1565612108905156611,"Trois ans après Trump, Huawei croit encore en ses smartphones
https://t.co/CVhrYs2AgX",0,0,0,0,[],4/20/2010 13:21,4/20/2010,13:21:28,Unknown,Trois aprs Trump Huawei croit ses smartphones httpstcoCVhrYsAgX,neutral,Unknown,22.8503716,80.6884128
miamivandynyu,2932,Out at the Hives,1584604169134280704,1584604169134280704,@dcexaminer @TheJusticeDept @Huawei Trump was right about @huawei too. https://t.co/xPQKxuxuwu,0,0,0,0,[],4/23/2010 14:07,4/23/2010,14:07:58,Out at the Hives,TheJusticeDept Huawei Trump huawei httpstcoxPQKxuxuwu,positive,,,
miamivandynyu,2932,Out at the Hives,1584603086953541638,1584603086953541638,@JerryDunleavy Trump was right about @Huawei too. https://t.co/xPQKxuxuwu,0,3,9,0,[],4/23/2010 14:07,4/23/2010,14:07:58,Out at the Hives,JerryDunleavy Trump right Huawei httpstcoxPQKxuxuwu,positive,,,
yetisyny,1336,"Dobbstown, Malaysia & Planet X",1576839343741628416,1576839343741628416,"like if you look at u.s.-china relations, trump’s trade war &amp; actions against the company huawei negatively impacted that relationship, and have probably helped worsen things for uighurs &amp; the taiwanese by turning china into an enemy that doesn’t care what americans think anymore",1,0,0,0,[],4/29/2010 23:09,4/29/2010,23:09:10,"Dobbstown, Malaysia  Planet X",uschina relations trumps trade war amp actions company huawei relationship things amp taiwanese china enemy americans,negative,"Dobbstown, Malaysia  Planet X",15.38333,-12.13333
